ID,time,x,y
0,0.0,1833.7598163243836,715.5967656225351
0,10.0,1634.019416707015,705.409874011554
0,20.0,1441.3360306391571,752.3675467320666
0,30.0,1250.0747524671488,810.8408181644879
0,40.0,979.5354246671072,694.5788709937641
0,50.0,693.020225550884,543.104814293272
0,60.0,857.8457570724103,638.3575346765033
0,70.0,1113.6240991922234,783.3298843826032
0,80.0,1144.4645548564113,973.663374846745
0,90.0,1129.9762121330282,1173.1379043614925
0,100.0,1274.124583823846,954.1344229634168
0,110.0,1450.2409434683807,650.8005262440386
0,120.0,1355.4112635926494,773.6116940569098
0,130.0,1205.9813623275893,982.2983185054572
0,140.0,1097.9885116763833,846.7071344725823
0,150.0,998.3459293710192,641.7381341195221
0,160.0,1116.7455600890712,510.1367747909849
0,170.0,1279.0843940683224,393.3202392223543
0,180.0,1195.1403603657932,249.83835589071316
0,190.0,1061.5661526122487,100.9829528211136
0,200.0,1029.589749341667,479.014866587776
0,210.0,1018.0870264661236,963.2235091135155
0,220.0,606.0414839068535,1044.5040318805925
0,230.0,113.27977118558366,1044.5877060730895
0,240.0,73.29081622881907,886.4329523716887
0,250.0,205.74174255942583,684.8494721613498
0,260.0,297.8385270485561,772.9501101349447
0,270.0,357.3615786029702,1094.882832513161
0,280.0,331.30385799892974,1025.3004518987918
0,290.0,236.1656145680831,639.6883448963247
0,300.0,5.788464633909268,572.4436294634228
0,310.0,245.02188344786157,712.5998437848637
0,320.0,494.29331703746055,851.896091876694
0,330.0,403.57767501402304,1229.7307763887793
0,340.0,306.96544895886694,1611.7025650322803
0,350.0,309.45693862609403,1380.2139170175365
0,360.0,313.6672388879853,1138.0856851057645
0,370.0,301.25901978743946,1404.223885737225
0,380.0,288.56257650741065,1679.1772324285444
0,390.0,52.535483775947725,1664.765913065761
0,400.0,275.5859386222184,1652.2689882667937
0,410.0,467.32589435009527,1686.4603568197708
0,420.0,557.4410344744922,1872.1884091155248
0,430.0,679.3275404371637,1876.602489702008
0,440.0,871.3279434407152,1480.88806434991
0,450.0,849.9882091875833,1186.154016816675
0,460.0,357.8437731648313,1114.2661588234437
0,470.0,21.166645291684816,1220.699987765424
0,480.0,27.57891723567301,1720.6588688431711
0,490.0,33.6592796263998,1805.2609293236735
0,500.0,39.3193857590375,1363.9477171621118
0,510.0,171.74093644185837,938.5656181149956
0,520.0,464.6649186852458,533.3551288298887
0,530.0,572.0607374881067,520.2926760920749
0,540.0,444.5450541316334,1003.7590663387308
0,550.0,479.9927974818826,1265.6710078144483
0,560.0,721.7810912627983,1247.055791549243
0,570.0,731.4251615849008,1291.966636965402
0,580.0,447.133544521172,1417.3127235821223
0,590.0,270.6406919166824,1400.8759084713472
0,600.0,230.64016058802872,1204.9168375064503
0,610.0,368.7302761385995,1168.7757313646691
0,620.0,732.3146810903434,1334.9924640136576
0,630.0,809.3329568646639,1497.9574332845418
0,640.0,523.5077773668473,1656.805094403114
0,650.0,315.12666212947806,1819.1705584797453
0,660.0,204.8034435013077,1985.9901839184777
0,670.0,33.25924835118404,1754.6180149994498
0,680.0,89.61126864579262,1568.8256326000374
0,690.0,199.9344872739658,1402.006007161301
0,700.0,267.0134080563937,1167.5652319849328
0,710.0,324.0972272456885,917.4951069256502
0,720.0,67.8445905266987,807.7563407586921
0,730.0,240.5506574039211,735.2221537406418
0,740.0,543.6710757125634,663.9286002305857
0,750.0,486.7664235109908,844.3085048078094
0,760.0,336.2154565387883,1090.1513279591595
0,770.0,37.06786002105047,995.798523456019
0,780.0,320.6561484603059,875.5540030014845
0,790.0,593.1896186002022,773.6203256859566
0,800.0,792.202833141426,793.4632195769395
0,810.0,962.8601454283752,784.6756175851652
0,820.0,944.9360513989412,585.4804197182889
0,830.0,953.4393749342216,402.1564438563863
0,840.0,1137.6986848237275,324.3842976918183
0,850.0,1273.0898348380729,248.46039822385387
0,860.0,1083.4824631791214,184.8282945922413
0,870.0,926.7491740881252,154.3721428470626
0,880.0,988.6455257129816,344.5532188129224
0,890.0,1075.9746718072736,483.9949118916214
0,900.0,1332.4450465809912,285.9934830875113
0,910.0,1525.385465438026,96.7891126217102
0,920.0,1310.2862103922628,25.673551558832266
0,930.0,1136.4807507850817,124.62637976872428
0,940.0,1045.4518700629235,262.92405473779604
0,950.0,1190.6897875063332,513.5225893620882
0,960.0,1412.6523911924664,734.3403890271782
0,970.0,1853.608050680109,870.1558970947701
0,980.0,1809.554812094621,973.902625238454
0,990.0,1524.4623837665022,1061.7118463392712
0,1000.0,1189.6579175690283,1255.5915749726687
0,1010.0,830.1476173629641,1502.1861080000012
0,1020.0,624.622018574526,1261.3539953125023
0,1030.0,495.6235676588868,778.2811233134992
0,1040.0,649.9442966455777,727.5616188036636
0,1050.0,945.0686806446084,891.7126162498012
0,1060.0,1000.758121483222,1204.1286118680891
0,1070.0,937.4534471112784,1590.2291835190815
0,1080.0,1208.739504284697,1589.458071522569
0,1090.0,1646.3100959223225,1396.419894877892
0,1100.0,1989.2755639246632,1306.556040017662
0,1110.0,1669.1767811242908,1268.9037743586637
0,1120.0,1349.3886466898564,1230.6740109113182
0,1130.0,1038.561975086484,1175.7848166323545
0,1140.0,750.2171794388862,1122.1340760077237
0,1150.0,1110.420767884544,1104.20976310078
0,1160.0,1475.2404429845235,1088.389233047738
0,1170.0,1973.2231844755815,1133.2578097696355
0,1180.0,1554.7572049909904,1175.7870910978313
0,1190.0,1084.212979060722,1218.183439290507
0,1200.0,1432.3580841243445,1510.9372423678933
0,1210.0,1827.0261465189087,1817.917894080213
0,1220.0,1454.278709594071,1903.6099543751743
0,1230.0,1037.9220094502014,1626.7578309494947
0,1240.0,724.6192065763526,1277.332921994001
0,1250.0,604.2545884110077,792.0367663386005
0,1260.0,362.1534190441439,503.55626288311765
0,1270.0,92.71270092734102,580.976545966542
0,1280.0,496.7091290934716,649.7385760673437
0,1290.0,908.7102883339066,680.1069257813962
0,1300.0,1347.5874041523566,581.5681482770497
0,1310.0,1577.6806459734655,467.0691756075494
0,1320.0,1106.780153007584,298.98370412208817
0,1330.0,855.7087298466106,143.48342455077366
0,1340.0,1342.7153857390751,30.238040024759183
0,1350.0,1752.0788795280632,64.95270470970908
0,1360.0,1850.4443969248405,157.37937661164375
0,1370.0,1422.4385338709735,256.9050975735074
0,1380.0,1056.1996872977952,289.08892530677844
0,1390.0,804.9618266021787,195.89217691053852
0,1400.0,700.0690609400057,197.96828073821013
0,1410.0,867.6490674159113,377.42824665581617
0,1420.0,1013.85921122731,435.0109380820981
0,1430.0,1120.2818533183563,265.6762952875386
0,1440.0,1040.895470636399,167.1084280333524
0,1450.0,615.56035590706,200.297757713934
0,1460.0,177.17473095136518,267.47158216768247
0,1470.0,296.959017698512,401.1476638453984
0,1480.0,778.1981595911285,536.8270222992843
0,1490.0,1192.8976347725495,562.1983995803859
0,1500.0,1566.305425530963,519.1173397957128
0,1510.0,1851.1241932929145,530.178911748108
0,1520.0,1840.0262021977344,590.190348837378
0,1530.0,1385.9100887786865,678.4279899862622
0,1540.0,1181.2638061962643,826.2750878117872
0,1550.0,1435.3153524264856,1083.7255323128577
0,1560.0,1530.3055923032698,1261.6442496829193
0,1570.0,1332.8313059977077,1293.328729292167
0,1580.0,1198.7216577541762,1180.2738232935849
0,1590.0,1181.1199728386307,801.0879719244331
0,1600.0,994.0191025937158,543.0698168600748
0,1610.0,495.2616763822802,507.8415640089278
0,1620.0,2.9203662989492485,533.679933297423
0,1630.0,477.6236914773731,671.8009256768091
0,1640.0,958.1677492536955,809.9219180561953
0,1650.0,617.6262523975387,1169.9333804447529
