#Node Time X Y
0 0.0 6820.9477271781 3048.1141740700964
0 4.0 6936.289138590089 2992.840886307517
0 8.0 7051.63055000208 2937.567598544937
0 12.0 7166.9719614140695 2882.2943107823576
0 16.0 7282.31337282606 2827.021023019778
0 20.0 7397.6547842380505 2771.7477352571987
0 24.0 7512.99619565004 2716.4744474946197
0 28.0 7621.387820835947 2798.3217336297776
0 32.0 7729.414276592815 2887.3738804686327
0 36.0 7837.440732349685 2976.426027307488
0 40.0 7945.467188106555 3065.478174146344
0 44.0 8053.493643863425 3154.530320985199
0 48.0 8161.520099620295 3243.582467824055
0 52.0 8269.546555377165 3332.6346146629103
0 56.0 8377.573011134034 3421.6867615017654
0 60.0 8485.599466890904 3510.738908340621
0 64.0 8593.625922647774 3599.7910551794766
0 68.0 8701.652378404644 3688.843202018332
0 72.0 8809.678834161514 3777.8953488571874
0 76.0 8917.705289918382 3866.947495696043
0 80.0 9025.731745675253 3955.999642534898
0 84.0 9133.758201432123 4045.0517893737538
0 88.0 9101.509021593367 3960.20602126957
0 92.0 9061.889201551905 3866.222964586341
0 96.0 9022.269381510443 3772.2399079031115
0 100.0 8982.649561468981 3678.2568512198827
0 104.0 8943.02974142752 3584.2737945366534
0 108.0 8903.409921386057 3490.2907378534246
0 112.0 8863.790101344595 3396.3076811701953
0 116.0 8824.170281303133 3302.3246244869665
0 120.0 8784.550461261671 3208.3415678037372
0 124.0 8744.93064122021 3114.3585111205084
0 128.0 8705.310821178748 3020.375454437279
0 132.0 8665.691001137284 2926.39239775405
0 136.0 8626.071181095822 2832.409341070821
0 140.0 8586.45136105436 2738.4262843875917
0 144.0 8546.831541012898 2644.4432277043625
0 148.0 8451.09815844573 2655.126940290251
0 152.0 8352.416345966889 2671.3102615158487
0 156.0 8253.734533488048 2687.493582741447
0 160.0 8155.052721009207 2703.6769039670453
0 164.0 8056.370908530367 2719.8602251926436
0 168.0 7957.689096051527 2736.043546418242
0 172.0 7859.007283572685 2752.22686764384
0 176.0 7760.3254710938445 2768.4101888694386
0 180.0 7661.643658615004 2784.5935100950364
0 184.0 7562.961846136162 2800.7768313206343
0 188.0 7464.280033657322 2816.960152546233
0 192.0 7365.598221178481 2833.143473771831
0 196.0 7266.916408699641 2849.3267949974293
0 200.0 7168.234596220799 2865.5101162230276
0 204.0 7069.552783741959 2881.6934374486254
0 208.0 7123.850207851755 2956.7916609505455
0 212.0 7186.185769921803 3034.985507904197
0 216.0 7248.521331991851 3113.179354857849
0 220.0 7310.856894061899 3191.3732018115006
0 224.0 7373.192456131948 3269.5670487651523
0 228.0 7435.528018201996 3347.7608957188045
0 232.0 7497.8635802720455 3425.954742672456
0 236.0 7560.199142342094 3504.1485896261083
0 240.0 7622.534704412143 3582.34243657976
0 244.0 7684.870266482191 3660.536283533412
0 248.0 7747.20582855224 3738.7301304870634
0 252.0 7809.541390622288 3816.923977440715
0 256.0 7871.876952692337 3895.1178243943673
0 260.0 7934.212514762386 3973.311671348019
0 264.0 7996.548076832434 4051.505518301671
0 268.0 8078.101708321896 4109.013031294519
0 272.0 8160.665133668142 4165.433601967764
0 276.0 8243.22855901439 4221.854172641009
0 280.0 8325.791984360636 4278.274743314254
0 284.0 8408.355409706885 4334.6953139874995
0 288.0 8490.918835053131 4391.115884660744
0 292.0 8573.482260399378 4447.53645533399
0 296.0 8656.045685745627 4503.957026007234
0 300.0 8738.609111091873 4560.37759668048
0 304.0 8821.172536438122 4616.798167353724
0 308.0 8903.735961784369 4673.21873802697
0 312.0 8986.299387130617 4729.639308700214
0 316.0 9068.862812476864 4786.059879373459
0 320.0 9151.42623782311 4842.480450046704
0 324.0 9233.989663169357 4898.901020719949
0 328.0 9368.05275524263 4897.7466132718
0 332.0 9504.821844778628 4893.566987320025
0 336.0 9641.590934314627 4889.38736136825
0 340.0 9778.360023850624 4885.207735416476
0 344.0 9915.129113386622 4881.028109464701
0 348.0 9946.90058931859 4876.811774932508
0 352.0 9806.965916346915 4872.535409617145
