ID,x,y,time
0,984.0230388384105,967.2221179354501,0
1,994.802165027462,1041.1285302197894,0
2,996.4623049926961,962.081771084329,0
3,1035.325566878571,991.4459331832496,0
4,1000.2562522632078,1032.7086402054088,0
5,965.0459147836478,981.8686418839425,0
6,972.259462237023,981.8919485076204,0
7,957.9823344071862,979.4969135128282,0
8,1008.2328965229946,1048.2119907473411,0
9,1030.1250383010088,990.7838973271149,0
10,958.64058162431,1014.2693461538408,0
11,1020.4219271850889,970.5148232788608,0
12,988.4383982597286,964.8092341719929,0
13,985.9723991889286,1045.6617849472973,0
14,1008.6356443113516,979.623287149956,0
15,982.0012024863242,1013.6905372824948,0
16,1015.1189463331347,985.9983056761071,0
17,960.7595139965389,978.0168632959274,0
18,1031.9185697295538,970.6747865531488,0
19,983.7132407851394,956.8724557102926,0
20,992.3565200491698,951.2368612710427,0
21,956.0267655730503,999.6340754484404,0
22,1032.5640808677967,990.7792216409925,0
23,973.1729819600273,965.8642514340509,0
24,979.095821316034,1010.8413366530472,0
25,969.2392859213022,975.7052944626857,0
26,1024.1241106874133,1002.9234187079808,0
27,984.6079284488121,1045.8240794820615,0
28,980.9276914571958,969.8742944187162,0
29,991.9172149072417,1031.4167628052596,0
30,979.3981697084271,981.1314540075493,0
31,961.030591628061,1018.7072088706876,0
32,1022.2006059129823,1025.3333635504537,0
33,988.9309682491962,1035.361033830275,0
34,981.3914834420397,991.2485073858148,0
35,967.5825340018214,979.1770141124925,0
36,965.7449002103774,982.7286925200355,0
37,977.9966304796684,968.3974791060693,0
38,972.1216487240042,960.5425594281664,0
39,963.243519275104,1016.8978256556022,0
40,1024.507313393451,981.3687786648007,0
41,977.7063919769907,1024.481229986525,0
42,962.3494981902346,1016.0504674562267,0
43,1016.9691500869407,986.3039090258688,0
44,1013.8325122905202,962.4646602544883,0
45,988.538355746117,961.5529482081057,0
46,1021.2643630542119,1015.4958277284844,0
47,1020.8780130559853,988.433673045248,0
48,993.435883303222,971.2776753515636,0
49,1030.9105119821431,999.776065762685,0
50,1021.9142304235795,1029.9435226842,0
51,1022.4120778696503,975.5632502044602,0
52,1025.944567972105,1042.333468530181,0
53,982.755156404679,984.6885346445519,0
54,1018.7102747597282,1018.4348657451663,0
55,1014.3475417437074,979.7234580887463,0
56,1013.9530782478372,962.9468350301731,0
57,974.9619094305347,988.3903093922172,0
58,971.6286630878482,1018.7174072039478,0
59,1024.7919996168903,1011.5081253217381,0
60,991.9663746199551,976.5699219100809,0
61,977.6748384852328,1006.7083334253048,0
62,993.0670061859088,960.9203277759525,0
63,1016.1244022123122,982.0275691640505,0
64,1025.5917674740535,996.0325784190017,0
65,1019.16161079803,975.5528058307494,0
66,1044.5089667582506,1003.2818667006733,0
67,985.3971131367658,1017.6568122319923,0
68,994.3400094849558,955.2179176726781,0
69,1010.8180432876021,1020.1643111089891,0
70,951.1361887414738,993.5034558848552,0
71,1032.0936748060778,1011.4038604579421,0
72,1015.2364369799337,1046.889447587356,0
73,1037.8873491169377,1004.429186501541,0
74,1011.4354506599924,959.4018924169716,0
75,1003.4538315365998,1020.8920681881322,0
76,983.9374816387799,1023.5233003479674,0
77,1021.2365353208339,989.6923361998221,0
78,991.8395609339196,972.2925175051039,0
79,1023.0919300488505,1004.6821654698825,0
80,1015.0856589517371,1025.3969423632925,0
81,976.5683052201371,977.5829591845225,0
82,980.6064798870702,989.7739653625189,0
83,1003.098767046746,1040.6562425529999,0
84,1033.8821456633073,985.1387942139128,0
85,978.9059340349781,981.6452678063223,0
86,965.1935055445609,992.0743908250187,0
87,980.7270308730447,987.7842883323584,0
88,995.3561368326898,963.0119849313346,0
89,981.8319084525604,1044.297947663091,0
90,976.2835061172804,1017.6393939967294,0
91,1009.9911969405575,1038.7551466699115,0
92,1009.3482012553147,1022.0545273596224,0
