#Node Time X Y
0 0.0 365.1026242980662 679.7719533945519
0 2.0 426.2315888294677 673.8934844114956
0 4.0 487.36055336086906 668.0150154284391
0 6.0 548.4895178922707 662.1365464453828
0 8.0 609.618482423672 656.2580774623264
0 10.0 670.7474469550735 650.37960847927
0 12.0 731.876411486475 644.5011394962137
0 14.0 793.0053760178764 638.6226705131573
0 16.0 854.1343405492779 632.744201530101
0 18.0 915.2633050806794 626.8657325470447
0 20.0 927.1858450962231 634.1296791684061
0 22.0 924.8537852744847 701.8812866950735
0 24.0 922.5217254527463 769.6328942217408
0 26.0 920.1896656310078 837.3845017484081
0 28.0 917.8576058092693 905.1361092750753
0 30.0 915.5255459875307 972.8877168017426
0 32.0 913.1934861657924 1040.6393243284099
0 34.0 910.8614263440538 1108.3909318550773
0 36.0 908.5293665223153 1176.1425393817444
0 38.0 906.1973067005769 1243.8941469084116
0 40.0 903.8652468788383 1311.645754435079
0 42.0 901.5331870571 1379.3973619617464
0 44.0 900.9931607093438 1395.0863476499255
0 46.0 900.9931607093438 1395.0863476499255
0 48.0 894.5298667139505 1353.5474446402072
0 50.0 884.9793353447441 1292.167195417521
0 52.0 875.4288039755377 1230.7869461948349
0 54.0 865.8782726063312 1169.4066969721487
0 56.0 856.3277412371249 1108.0264477494625
0 58.0 846.7772098679185 1046.6461985267763
0 60.0 837.2266784987121 985.2659493040901
0 62.0 827.6761471295056 923.8857000814037
0 64.0 818.1256157602993 862.5054508587176
0 66.0 808.5750843910929 801.1252016360313
0 68.0 804.6938489247257 776.1809141395604
0 70.0 804.6938489247257 776.1809141395604
0 72.0 804.6938489247257 776.1809141395604
0 74.0 804.6938489247257 776.1809141395604
0 76.0 804.6938489247257 776.1809141395604
0 78.0 857.003028188955 758.1785630161643
0 80.0 922.5601215931596 735.6169049918562
0 82.0 988.1172149973642 713.055246967548
0 84.0 1053.6743084015689 690.49358894324
0 86.0 1119.2314018057734 667.9319309189318
0 88.0 1184.788495209978 645.3702728946237
0 90.0 1225.5754495039346 632.3160054600745
0 92.0 1215.5038758063654 695.3406146283673
0 94.0 1205.4323021087964 758.36522379666
